STN_ID,SITE_CODE,WLM_ID,MSMT_DATE,WLM_RPE,WLM_GSE,RDNG_WS,RDNG_RP,WSE,RPE_WSE,GSE_WSE,WLM_QA_DESC,WLM_DESC,WLM_ACC_DESC,WLM_ORG_ID,WLM_ORG_NAME,MSMT_CMT,COOP_AGENCY_ORG_ID,COOP_ORG_NAME
46037,389560N1215860W001,2659719,2020-07-28T11:11:00Z,44.26,43.26,0,113.4,-69.14,113.4,112.4,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659718,2020-07-21T14:15:00Z,44.26,43.26,0,118.6,-74.34,118.6,117.6,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659717,2020-07-14T12:50:00Z,44.26,43.26,0,122.4,-78.14,122.4,121.4,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659716,2020-07-01T11:52:00Z,44.26,43.26,0,109.4,-65.14,109.4,108.4,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659715,2020-06-30T15:24:00Z,44.26,43.26,0,101.2,-56.94,101.2,100.2,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659714,2020-06-23T15:42:00Z,44.26,43.26,0,117.9,-73.64,117.9,116.9,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659713,2020-06-19T11:27:00Z,44.26,43.26,0,20,24.26,20,19,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659712,2020-06-01T09:05:00Z,44.26,43.26,0,20.2,24.06,20.2,19.2,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659570,2020-05-31T00:00:00Z,44.26,43.26,NA,NA,NA,NA,NA,Special/Other,NA,NA,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659711,2020-05-01T11:15:00Z,44.26,43.26,0,19,25.26,19,18,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659710,2020-04-01T08:57:00Z,44.26,43.26,0,18.4,25.86,18.4,17.4,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659709,2020-03-03T09:50:24Z,44.26,43.26,0,16.9,27.36,16.9,15.9,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659708,2020-02-03T09:00:00Z,44.26,43.26,0,17.9,26.36,17.9,16.9,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659707,2020-01-06T09:04:00Z,44.26,43.26,0,17.6,26.66,17.6,16.6,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
46037,389560N1215860W001,2659706,2019-12-01T10:00:00Z,44.26,43.26,0,18.4,25.86,18.4,17.4,NA,Electric sounder measurement,Water level accuracy to nearest hundredth of a foot,1766,Sutter County,Information provided by Garden Highway Mutual Water Company. Information typically collected by DWR through water transfers.,1766,Sutter County
