STN_ID,SITE_CODE,WLM_ID,MSMT_DATE,WLM_RPE,WLM_GSE,RDNG_WS,RDNG_RP,WSE,RPE_WSE,GSE_WSE,WLM_QA_DESC,WLM_DESC,WLM_ACC_DESC,WLM_ORG_ID,WLM_ORG_NAME,MSMT_CMT,COOP_AGENCY_ORG_ID,COOP_ORG_NAME
53235,353036N1193009W002,2632601,2020-06-17T00:00:00Z,310.37,310.37,0,125.8,184.57,125.8,125.8,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2632600,2020-05-20T00:00:00Z,310.37,310.37,0,108.1,202.27,108.1,108.1,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2632599,2020-04-15T00:00:00Z,310.37,310.37,0,108.7,201.67,108.7,108.7,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2632598,2020-03-18T00:00:00Z,310.37,310.37,0,126.3,184.07,126.3,126.3,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2632597,2020-02-19T00:00:00Z,310.37,310.37,0,52.9,257.47,52.9,52.9,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2632596,2020-01-22T00:00:00Z,310.37,310.37,0,46.8,263.57,46.8,46.8,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2499467,2020-01-08T00:00:00Z,310.37,310.37,0,48.6,261.77,48.6,48.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2499466,2019-12-18T00:00:00Z,310.37,310.37,0,57.7,252.67,57.7,57.7,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2499465,2019-11-20T00:00:00Z,310.37,310.37,0,48.6,261.77,48.6,48.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2499464,2019-10-16T00:00:00Z,310.37,310.37,0,70.2,240.17,70.2,70.2,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2499463,2019-09-18T00:00:00Z,310.37,310.37,0,71.4,238.97,71.4,71.4,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2499462,2019-08-21T00:00:00Z,310.37,310.37,0,68.2,242.17,68.2,68.2,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477872,2019-08-07T00:00:00Z,310.37,310.37,0,128.4,181.97,128.4,128.4,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477871,2019-07-17T00:00:00Z,310.37,310.37,0,75.6,234.77,75.6,75.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477870,2019-07-02T00:00:00Z,310.37,310.37,0,133.2,177.17,133.2,133.2,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477869,2019-06-19T00:00:00Z,310.37,310.37,0,74.1,236.27,74.1,74.1,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477868,2019-06-05T00:00:00Z,310.37,310.37,0,124.7,185.67,124.7,124.7,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477867,2019-05-15T00:00:00Z,310.37,310.37,0,94.1,216.27,94.1,94.1,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477866,2019-05-01T00:00:00Z,310.37,310.37,0,150.5,159.87,150.5,150.5,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477865,2019-04-17T00:00:00Z,310.37,310.37,0,93.7,216.67,93.7,93.7,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477864,2019-04-03T00:00:00Z,310.37,310.37,0,153.6,156.77,153.6,153.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477863,2019-03-20T00:00:00Z,310.37,310.37,0,104.8,205.57,104.8,104.8,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477862,2019-03-06T00:00:00Z,310.37,310.37,0,142.1,168.27,142.1,142.1,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477861,2019-02-21T00:00:00Z,310.37,310.37,0,106.7,203.67,106.7,106.7,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477860,2019-02-07T00:00:00Z,310.37,310.37,0,160.1,150.27,160.1,160.1,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477859,2019-01-16T00:00:00Z,310.37,310.37,0,107,203.37,107,107,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477858,2019-01-02T00:00:00Z,310.37,310.37,0,162.6,147.77,162.6,162.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477857,2018-12-19T00:00:00Z,310.37,310.37,0,114.3,196.07,114.3,114.3,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477856,2018-12-05T00:00:00Z,310.37,310.37,0,170.6,139.77,170.6,170.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477855,2018-11-21T00:00:00Z,310.37,310.37,0,118.1,192.27,118.1,118.1,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477854,2018-11-07T00:00:00Z,310.37,310.37,0,175.8,134.57,175.8,175.8,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477853,2018-10-17T00:00:00Z,310.37,310.37,0,119.1,191.27,119.1,119.1,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477852,2018-10-03T00:00:00Z,310.37,310.37,0,172.6,137.77,172.6,172.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477851,2018-09-19T00:00:00Z,310.37,310.37,0,128.6,181.77,128.6,128.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477850,2018-09-05T00:00:00Z,310.37,310.37,0,195.6,114.77,195.6,195.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477849,2018-08-15T00:00:00Z,310.37,310.37,0,130.6,179.77,130.6,130.6,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477848,2018-07-18T00:00:00Z,310.37,310.37,0,137.5,172.87,137.5,137.5,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477847,2018-06-20T00:00:00Z,310.37,310.37,0,127.2,183.17,127.2,127.2,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477846,2018-05-16T00:00:00Z,310.37,310.37,0,126.7,183.67,126.7,126.7,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
53235,353036N1193009W002,2477845,2018-04-18T00:00:00Z,310.37,310.37,0,143.9,166.47,143.9,143.9,NA,Electric sounder measurement,Water level accuracy is unknown,1135,West Kern Water District,Well 7-01R; replacement for well 7-01,1135,West Kern Water District
