STN_ID,SITE_CODE,WLM_ID,MSMT_DATE,WLM_RPE,WLM_GSE,RDNG_WS,RDNG_RP,WSE,RPE_WSE,GSE_WSE,WLM_QA_DESC,WLM_DESC,WLM_ACC_DESC,WLM_ORG_ID,WLM_ORG_NAME,MSMT_CMT,COOP_AGENCY_ORG_ID,COOP_ORG_NAME
5519,347272N1179635W001,1447265,1966-10-27T00:00:00Z,2394.75,2394.75,0,196,2198.75,196,196,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447264,1966-03-12T00:00:00Z,2394.75,2394.75,0,190.2,2204.55,190.2,190.2,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447263,1965-10-20T00:00:00Z,2394.75,2394.75,0,196.88,2197.87,196.88,196.88,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447262,1965-04-13T00:00:00Z,2394.75,2394.75,0,190.89,2203.86,190.89,190.89,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447261,1964-09-19T00:00:00Z,2394.75,2394.75,0,198.78,2195.97,198.78,198.78,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447260,1964-03-03T00:00:00Z,2394.75,2394.75,0,187.19,2207.56,187.19,187.19,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447259,1963-11-05T00:00:00Z,2394.75,2394.75,0,190.3,2204.45,190.3,190.3,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447258,1963-03-12T00:00:00Z,2394.75,2394.75,0,191.07,2203.68,191.07,191.07,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447257,1962-11-10T00:00:00Z,2394.75,2394.75,0,190.12,2204.63,190.12,190.12,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447256,1962-02-28T00:00:00Z,2394.75,2394.75,0,173.21,2221.54,173.21,173.21,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447255,1961-10-26T00:00:00Z,2394.75,2394.75,0,194.5,2200.25,194.5,194.5,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447254,1960-11-16T00:00:00Z,2394.75,2394.75,0,179.88,2214.87,179.88,179.88,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447253,1960-03-01T00:00:00Z,2394.75,2394.75,0,171.13,2223.62,171.13,171.13,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447252,1959-03-12T00:00:00Z,2394.75,2394.75,0,172.32,2222.43,172.32,172.32,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447251,1958-11-06T00:00:00Z,2394.75,2394.75,0,170.47,2224.28,170.47,170.47,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447250,1958-03-12T00:00:00Z,2394.75,2394.75,0,154.11,2240.64,154.11,154.11,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447249,1957-03-08T00:00:00Z,2394.75,2394.75,0,153.56,2241.19,153.56,153.56,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
5519,347272N1179635W001,1447248,1956-10-23T00:00:00Z,2394.75,2394.75,0,182.32,2212.43,182.32,182.32,NA,Unknown,Water level accuracy is unknown,1,Department of Water Resources,NA,5167,United States Geological Survey
